gene_name	gene_id	total_exonic_length
REXO4	ENSG00000148300.12	2326
REXO5	ENSG00000005189.20	2691
RFC1	ENSG00000035928.17	4870
RFC2	ENSG00000049541.11	1685
RFC3	ENSG00000133119.13	2306
RFC4	ENSG00000163918.12	1365
RFC5	ENSG00000111445.14	2104
RFFL	ENSG00000092871.17	7210
RFK	ENSG00000135002.12	2596
RFLNA	ENSG00000178882.15	2487
RFLNB	ENSG00000183688.4	3621
RFPL1	ENSG00000128250.5	1496
RFPL3	ENSG00000128276.10	1488
RFT1	ENSG00000163933.10	5081
RFTN1	ENSG00000131378.14	2986
RFTN2	ENSG00000162944.11	5419
RFWD3	ENSG00000168411.14	4948
RFX1	ENSG00000132005.9	4375
RFX2	ENSG00000087903.13	3959
RFX4	ENSG00000111783.13	3859
RFX5	ENSG00000143390.18	3570
RFX6	ENSG00000185002.10	3476
RFXANK	ENSG00000064490.14	1376
RFXAP	ENSG00000133111.4	2306
RGCC	ENSG00000102760.13	958
RGL1	ENSG00000143344.16	4725
RGL2	ENSG00000237441.10	2896
RGL3	ENSG00000205517.13	2511
RGL4	ENSG00000159496.15	2725
RGMA	ENSG00000182175.15	11359
RGP1	ENSG00000107185.10	7028
RGPD2	ENSG00000185304.16	6770
RGPD3	ENSG00000153165.19	7215
RGPD4	ENSG00000196862.10	7212
RGPD5	ENSG00000015568.13	7268
RGPD6	ENSG00000183054.13	7305
RGPD8	ENSG00000169629.12	7299
RGS1	ENSG00000090104.12	1352
RGS10	ENSG00000148908.15	923
RGS11	ENSG00000076344.16	2399
RGS12	ENSG00000159788.20	4753
RGS13	ENSG00000127074.15	1554
RGS14	ENSG00000169220.18	2323
RGS16	ENSG00000143333.7	2408
RGS17	ENSG00000091844.8	7932
RGS18	ENSG00000150681.10	2145
RGS19	ENSG00000171700.14	1619
RGS2	ENSG00000116741.8	1348
RGS20	ENSG00000147509.14	2117
RGS21	ENSG00000253148.1	1794
RGS22	ENSG00000132554.21	4229
RGS4	ENSG00000117152.14	2984
RGS5	ENSG00000143248.13	5670
RGS7	ENSG00000182901.18	2551
RGS7BP	ENSG00000186479.5	4451
RGS9	ENSG00000108370.17	2492
RGSL1	ENSG00000121446.20	3735
RHAG	ENSG00000112077.18	1895
RHBDD2	ENSG00000005486.17	1721
RHBDD3	ENSG00000100263.14	1777
RHBDF1	ENSG00000007384.15	2992
RHBDL1	ENSG00000103269.14	1458
RHBDL3	ENSG00000141314.13	5003
RHBG	ENSG00000132677.13	1790
RHCE	ENSG00000188672.19	1571
RHCG	ENSG00000140519.14	1952
RHD	ENSG00000187010.21	2814
RHEB	ENSG00000106615.10	2046
RHEBL1	ENSG00000167550.11	1173
RHEX	ENSG00000263961.8	1205
RHNO1	ENSG00000171792.11	1926
RHO	ENSG00000163914.5	2768
RHOA	ENSG00000067560.14	1805
RHOBTB1	ENSG00000072422.17	4411
RHOBTB2	ENSG00000008853.18	5482
RHOBTB3	ENSG00000164292.13	5370
RHOC	ENSG00000155366.17	1117
RHOD	ENSG00000173156.7	1104
RHOF	ENSG00000139725.8	2435
RHOG	ENSG00000177105.10	1295
RHOH	ENSG00000168421.14	4181
RHOJ	ENSG00000126785.13	3556
RHOQ	ENSG00000119729.12	4780
RHOT2	ENSG00000140983.15	2490
RHOU	ENSG00000116574.6	3965
RHOV	ENSG00000104140.7	1650
RHOXF1	ENSG00000101883.5	747
RHOXF2	ENSG00000131721.6	2848
RHOXF2B	ENSG00000203989.5	1257
RHPN1	ENSG00000158106.14	3695
RHPN2	ENSG00000131941.8	3501
RIBC1	ENSG00000158423.17	1488
RIBC2	ENSG00000128408.9	1490
RIC3	ENSG00000166405.16	5788
RIC8A	ENSG00000177963.15	3506
RICTOR	ENSG00000164327.13	9533
RIDA	ENSG00000132541.11	987
RIF1	ENSG00000080345.18	14662
RILP	ENSG00000167705.12	1560
RILPL1	ENSG00000188026.13	3933
RILPL2	ENSG00000150977.11	1752
RIMKLA	ENSG00000177181.15	10577
RIMOC1	ENSG00000205765.10	5246
RIMS1	ENSG00000079841.20	7984
RIMS3	ENSG00000117016.10	7259
RIMS4	ENSG00000101098.13	5411
RIN1	ENSG00000174791.11	4419
RIN3	ENSG00000100599.16	3852
RING1	ENSG00000204227.5	1741
RINT1	ENSG00000135249.8	2860
RIOK1	ENSG00000124784.9	2498
RIOK2	ENSG00000058729.11	3909
RIOK3	ENSG00000101782.15	3574
RIOX2	ENSG00000170854.18	4854
RIPK2	ENSG00000104312.8	2516
RIPK3	ENSG00000129465.16	1872
RIPK4	ENSG00000183421.12	3831
RIPPLY1	ENSG00000147223.6	1196
RIPPLY2	ENSG00000203877.9	570
RIPPLY3	ENSG00000183145.9	2099
RIT1	ENSG00000143622.11	3390
RIT2	ENSG00000152214.14	1086
RITA1	ENSG00000139405.16	1858
RLBP1	ENSG00000140522.12	1638
RLF	ENSG00000117000.9	6232
RLIM	ENSG00000131263.13	10565
RLN1	ENSG00000107018.8	1009
RLN2	ENSG00000107014.9	928
RLN3	ENSG00000171136.7	1089
RMC1	ENSG00000141452.10	2200
RMDN1	ENSG00000176623.12	2970
RMDN2	ENSG00000115841.21	1893
RMDN3	ENSG00000137824.16	2246
RMI1	ENSG00000178966.17	3300
RMI2	ENSG00000175643.10	1427
RMND5A	ENSG00000153561.13	6183
RMND5B	ENSG00000145916.19	3911
RNASE1	ENSG00000129538.14	914
RNASE11	ENSG00000173464.15	1101
RNASE13	ENSG00000206150.4	1631
RNASE2	ENSG00000169385.3	720
RNASE3	ENSG00000169397.4	734
RNASE4	ENSG00000258818.4	2061
RNASE6	ENSG00000169413.3	844
RNASE7	ENSG00000165799.5	1362
RNASE9	ENSG00000188655.10	1247
RNASEH1	ENSG00000171865.10	5289
RNASEH2A	ENSG00000104889.7	1164
RNASEH2B	ENSG00000136104.21	1513
RNASEH2C	ENSG00000172922.11	2645
RNASEK	ENSG00000219200.12	603
RNASEL	ENSG00000135828.11	4238
RNASET2	ENSG00000026297.17	8614
RND1	ENSG00000172602.11	1653
RND2	ENSG00000108830.10	4162
RND3	ENSG00000115963.14	2684
RNF10	ENSG00000022840.17	3814
RNF103	ENSG00000239305.7	3482
RNF11	ENSG00000123091.5	3074
RNF111	ENSG00000157450.16	5905
RNF112	ENSG00000128482.16	3174
RNF113B	ENSG00000139797.8	1380
RNF114	ENSG00000124226.11	2447
RNF115	ENSG00000265491.5	9135
RNF121	ENSG00000137522.18	2282
RNF122	ENSG00000133874.2	1872
RNF123	ENSG00000164068.16	4255
RNF125	ENSG00000101695.9	5573
RNF126	ENSG00000070423.18	1631
RNF128	ENSG00000133135.14	2803
RNF13	ENSG00000082996.20	2336
RNF130	ENSG00000113269.14	1904
RNF135	ENSG00000181481.14	2054
RNF138	ENSG00000134758.14	3551
RNF139	ENSG00000170881.5	3199
RNF14	ENSG00000013561.18	4170
RNF141	ENSG00000110315.7	4049
RNF144A	ENSG00000151692.15	5720
RNF144B	ENSG00000137393.10	5032
RNF145	ENSG00000145860.12	3615
RNF149	ENSG00000163162.9	2953
RNF151	ENSG00000179580.10	788
RNF157	ENSG00000141576.16	5054
RNF166	ENSG00000158717.11	1864
RNF168	ENSG00000163961.4	5347
RNF169	ENSG00000166439.6	7842
RNF170	ENSG00000120925.16	3764
RNF175	ENSG00000145428.15	1358
RNF180	ENSG00000164197.12	4945
RNF181	ENSG00000168894.10	685
RNF182	ENSG00000180537.13	3629
RNF185	ENSG00000138942.17	3182
RNF187	ENSG00000168159.15	3118
RNF19B	ENSG00000116514.17	2677
RNF2	ENSG00000121481.11	3407
RNF20	ENSG00000155827.12	3938
RNF212	ENSG00000178222.14	2390
RNF213	ENSG00000173821.20	21079
RNF214	ENSG00000167257.11	3477
RNF215	ENSG00000099999.15	2011
RNF216	ENSG00000011275.19	5777
RNF220	ENSG00000187147.18	3042
RNF24	ENSG00000101236.17	7328
RNF25	ENSG00000163481.8	1477
RNF31	ENSG00000092098.18	3502
RNF32	ENSG00000105982.17	1679
RNF34	ENSG00000170633.17	1986
RNF38	ENSG00000137075.18	5061
RNF39	ENSG00000204618.10	2084
RNF4	ENSG00000063978.16	2921
RNF40	ENSG00000103549.22	5309
RNF41	ENSG00000181852.18	5593
RNF44	ENSG00000146083.12	4122
RNF5	ENSG00000204308.8	1117
RNF6	ENSG00000127870.17	3520
RNF7	ENSG00000114125.14	2669
RNF8	ENSG00000112130.17	5616
RNFT1	ENSG00000189050.16	2122
RNGTT	ENSG00000111880.16	4825
RNLS	ENSG00000184719.12	2409
RNMT	ENSG00000101654.18	6236
RNPC3	ENSG00000185946.16	2144
RNPEP	ENSG00000176393.11	2399
RNPEPL1	ENSG00000142327.13	5761
RNPS1	ENSG00000205937.12	1951
RO60	ENSG00000116747.13	8291
ROBO3	ENSG00000154134.15	4528
ROBO4	ENSG00000154133.15	4294
ROCK1	ENSG00000067900.8	9446
ROCK2	ENSG00000134318.16	8345
ROGDI	ENSG00000067836.13	1418
ROM1	ENSG00000149489.9	1358
ROMO1	ENSG00000125995.16	366
ROPN1	ENSG00000065371.18	994
ROPN1B	ENSG00000114547.10	1054
ROPN1L	ENSG00000145491.12	1061
ROR1	ENSG00000185483.13	5858
ROR2	ENSG00000169071.15	4158
RORA	ENSG00000069667.16	10827
RORB	ENSG00000198963.11	9581
RORC	ENSG00000143365.20	2996
RP1	ENSG00000104237.11	7071
RP1L1	ENSG00000183638.6	8014
RP2	ENSG00000102218.6	3700
RP9	ENSG00000164610.10	1135
RPA1	ENSG00000132383.12	4847
RPA2	ENSG00000117748.10	1584
RPA3	ENSG00000106399.11	2020
RPAIN	ENSG00000129197.15	995
RPAP1	ENSG00000103932.12	4663
RPAP2	ENSG00000122484.9	16899
RPE	ENSG00000197713.15	3180
RPE65	ENSG00000116745.7	2605
RPF1	ENSG00000117133.11	1948
RPF2	ENSG00000197498.13	3671
RPGRIP1	ENSG00000092200.13	4061
RPH3A	ENSG00000089169.15	4590
RPIA	ENSG00000153574.9	1813
RPL10A	ENSG00000198755.11	718
RPL12	ENSG00000197958.13	634
RPL13	ENSG00000167526.14	2187
RPL13A	ENSG00000142541.18	1127
RPL14	ENSG00000188846.14	7136
RPL15	ENSG00000174748.22	2155
RPL17	ENSG00000265681.8	614
RPL18	ENSG00000063177.13	643
RPL18A	ENSG00000105640.13	634
RPL19	ENSG00000108298.12	737
RPL21	ENSG00000122026.11	566
RPL22	ENSG00000116251.11	2061
RPL22L1	ENSG00000163584.18	1902
RPL23	ENSG00000125691.14	2706
RPL23A	ENSG00000198242.14	970
RPL24	ENSG00000114391.13	560
RPL26L1	ENSG00000037241.7	722
RPL27	ENSG00000131469.15	505
RPL27A	ENSG00000166441.13	4535
RPL28	ENSG00000108107.15	4209
RPL29	ENSG00000162244.12	754
RPL3	ENSG00000100316.16	1296
RPL30	ENSG00000156482.11	498
RPL31	ENSG00000071082.11	1291
RPL32	ENSG00000144713.13	2094
RPL34	ENSG00000109475.17	546
RPL35	ENSG00000136942.15	452
RPL36	ENSG00000130255.13	607
RPL36A	ENSG00000241343.10	761
RPL36AL	ENSG00000165502.7	676
RPL37	ENSG00000145592.14	7573
RPL37A	ENSG00000197756.10	2992
RPL38	ENSG00000172809.13	1145
RPL39	ENSG00000198918.8	390
RPL39L	ENSG00000163923.10	729
RPL3L	ENSG00000140986.8	2145
RPL4	ENSG00000174444.15	2741
RPL41	ENSG00000229117.9	676
RPL5	ENSG00000122406.14	1028
RPL6	ENSG00000089009.16	921
RPL7	ENSG00000147604.14	1233
RPL7A	ENSG00000148303.17	887
RPL7L1	ENSG00000146223.16	4499
RPL8	ENSG00000161016.18	1070
RPL9	ENSG00000163682.17	724
RPLP0	ENSG00000089157.16	1105
RPLP1	ENSG00000137818.12	1174
RPLP2	ENSG00000177600.9	462
RPN1	ENSG00000163902.12	2284
RPN2	ENSG00000118705.17	2227
RPP14	ENSG00000163684.12	3266
RPP21	ENSG00000241370.6	528
RPP25L	ENSG00000164967.10	872
RPP30	ENSG00000148688.14	2332
RPP38	ENSG00000152464.15	1484
RPRD1A	ENSG00000141425.18	4421
RPRD1B	ENSG00000101413.12	3672
RPRD2	ENSG00000163125.16	8186
RPS11	ENSG00000142534.7	573
RPS12	ENSG00000112306.8	503
RPS13	ENSG00000110700.7	527
RPS15	ENSG00000115268.10	501
RPS15A	ENSG00000134419.15	2203
RPS16	ENSG00000105193.9	631
RPS18	ENSG00000231500.7	549
RPS19	ENSG00000105372.8	2021
RPS19BP1	ENSG00000187051.9	820
RPS2	ENSG00000140988.16	945
RPS20	ENSG00000008988.11	519
RPS21	ENSG00000171858.18	358
RPS23	ENSG00000186468.13	3252
RPS24	ENSG00000138326.21	534
RPS25	ENSG00000118181.11	483
RPS27A	ENSG00000143947.15	785
RPS27L	ENSG00000185088.14	6110
RPS28	ENSG00000233927.5	1330
RPS29	ENSG00000213741.11	295
RPS3	ENSG00000149273.15	2059
RPS3A	ENSG00000145425.10	869
RPS4X	ENSG00000198034.11	1474
RPS4Y1	ENSG00000129824.16	1189
RPS4Y2	ENSG00000280969.2	848
RPS5	ENSG00000083845.9	741
RPS6	ENSG00000137154.13	1369
RPS6KA1	ENSG00000117676.14	3192
RPS6KA2	ENSG00000071242.12	5832
RPS6KA3	ENSG00000177189.14	7987
RPS6KA4	ENSG00000162302.13	3128
RPS6KA5	ENSG00000100784.12	26829
RPS6KA6	ENSG00000072133.12	8465
RPS6KB1	ENSG00000108443.14	5428
RPS6KB2	ENSG00000175634.15	1733
RPS6KC1	ENSG00000136643.12	5505
RPS8	ENSG00000142937.12	778
RPS9	ENSG00000170889.14	713
RPSA	ENSG00000168028.15	1140
RPTN	ENSG00000215853.3	3569
RPTOR	ENSG00000141564.16	6838
RPUSD2	ENSG00000166133.18	2365
RPUSD3	ENSG00000156990.14	1217
RPUSD4	ENSG00000165526.9	2468
RRAD	ENSG00000166592.12	1460
RRAGB	ENSG00000083750.13	2051
RRAGC	ENSG00000116954.8	2681
RRAGD	ENSG00000025039.15	4923
RRAS	ENSG00000126458.4	986
RRAS2	ENSG00000133818.14	2343
RRBP1	ENSG00000125844.17	5049
RREB1	ENSG00000124782.21	8625
RRH	ENSG00000180245.7	1815
RRM1	ENSG00000167325.15	3142
RRM2	ENSG00000171848.16	3258
RRM2B	ENSG00000048392.13	4774
RRN3	ENSG00000085721.13	3706
RRP1	ENSG00000160214.13	2958
RRP12	ENSG00000052749.14	4396
RRP15	ENSG00000067533.6	7765
RRP1B	ENSG00000160208.13	5078
RRP36	ENSG00000124541.7	1183
RRP7A	ENSG00000189306.11	5419
RRP8	ENSG00000132275.11	6559
RRP9	ENSG00000114767.7	1542
RS1	ENSG00000102104.9	3031
RSAD1	ENSG00000136444.10	2467
RSAD2	ENSG00000134321.13	3407
RSBN1L	ENSG00000187257.16	6406
RSF1	ENSG00000048649.14	11242
RSL1D1	ENSG00000171490.13	5440
RSL24D1	ENSG00000137876.11	1889
RSPH1	ENSG00000160188.10	1300
RSPH10B	ENSG00000155026.17	3122
RSPH10B2	ENSG00000169402.16	3112
RSPH14	ENSG00000100218.12	1188
RSPH3	ENSG00000130363.13	6576
RSPH4A	ENSG00000111834.13	2840
RSPH6A	ENSG00000104941.8	2442
RSPH9	ENSG00000172426.16	2545
RSPO1	ENSG00000169218.14	2879
RSPO2	ENSG00000147655.12	3084
RSPO3	ENSG00000146374.14	4815
RSPO4	ENSG00000101282.9	2757
RSPRY1	ENSG00000159579.14	3503
RSRC2	ENSG00000111011.18	3461
RSRP1	ENSG00000117616.18	1425
RSU1	ENSG00000148484.18	3730
RTCA	ENSG00000137996.13	2526
RTCB	ENSG00000100220.12	2019
RTF1	ENSG00000137815.15	5030
RTF2	ENSG00000022277.13	2176
RTKN	ENSG00000114993.17	2221
RTKN2	ENSG00000182010.11	6886
RTL10	ENSG00000215012.9	6653
RTL6	ENSG00000188636.4	5419
RTN1	ENSG00000139970.18	3239
RTN2	ENSG00000125744.12	2274
RTN3	ENSG00000133318.14	4917
RTN4	ENSG00000115310.19	4697
RTN4IP1	ENSG00000130347.13	2893
RTN4R	ENSG00000040608.14	1944
RTN4RL1	ENSG00000185924.7	3614
RTN4RL2	ENSG00000186907.8	2224
RTP1	ENSG00000175077.6	2214
RTP2	ENSG00000198471.1	1346
RTP3	ENSG00000163825.5	837
RTP4	ENSG00000136514.3	1501
RTP5	ENSG00000188011.5	2296
RTRAF	ENSG00000087302.9	7007
RUBCN	ENSG00000145016.16	9255
RUFY1	ENSG00000176783.15	2636
RUNDC1	ENSG00000198863.8	5280
RUNDC3A	ENSG00000108309.14	2005
RUNX3	ENSG00000020633.19	4267
RUSF1	ENSG00000140688.17	2785
RUVBL1	ENSG00000175792.12	1899
RUVBL2	ENSG00000183207.14	1545
RWDD1	ENSG00000111832.13	5385
RWDD2A	ENSG00000013392.8	3769
RWDD2B	ENSG00000156253.7	3065
RXFP1	ENSG00000171509.16	3686
RXFP2	ENSG00000133105.8	3336
RXRA	ENSG00000186350.12	5537
RXRB	ENSG00000204231.11	2885
RXRG	ENSG00000143171.13	1966
RXYLT1	ENSG00000118600.13	1854
RYBP	ENSG00000163602.12	7215
RYK	ENSG00000163785.13	3049
RYR2	ENSG00000198626.18	16583
RYR3	ENSG00000198838.14	15568
S100A1	ENSG00000160678.12	559
S100A10	ENSG00000197747.9	671
S100A11	ENSG00000163191.6	563
S100A12	ENSG00000163221.9	485
S100A13	ENSG00000189171.15	477
S100A14	ENSG00000189334.9	1054
S100A16	ENSG00000188643.11	1172
S100A2	ENSG00000196754.13	977
S100A3	ENSG00000188015.10	742
S100A4	ENSG00000196154.12	513
S100A6	ENSG00000197956.10	434
S100A7	ENSG00000143556.9	429
S100A7A	ENSG00000184330.12	4280
S100A8	ENSG00000143546.10	408
S100A9	ENSG00000163220.11	573
S100B	ENSG00000160307.10	1109
S100G	ENSG00000169906.5	455
S100P	ENSG00000163993.7	471
S100PBP	ENSG00000116497.18	4220
S1PR1	ENSG00000170989.10	2778
S1PR3	ENSG00000213694.7	4330
S1PR5	ENSG00000180739.15	2338
SAA1	ENSG00000173432.13	518
SAA2	ENSG00000134339.9	576
SAA4	ENSG00000148965.10	630
SAAL1	ENSG00000166788.10	1573
SACM1L	ENSG00000211456.13	3574
SAE1	ENSG00000142230.13	2522
SAFB	ENSG00000160633.13	3064
SAFB2	ENSG00000130254.12	3167
SAGSIN1	ENSG00000286075.3	2220
SALL1	ENSG00000103449.13	5134
SALL4	ENSG00000101115.13	5209
SAMD1	ENSG00000141858.12	2196
SAMD10	ENSG00000130590.14	2178
SAMD12	ENSG00000177570.15	2186
SAMD14	ENSG00000167100.15	4763
SAMD7	ENSG00000187033.9	2376
SAMD8	ENSG00000156671.15	6761
SAMD9	ENSG00000205413.8	6806
SAMD9L	ENSG00000177409.12	7150
SAMM50	ENSG00000100347.15	1692
SAMSN1	ENSG00000155307.19	1860
SANBR	ENSG00000162929.14	4578
SAP18	ENSG00000150459.13	2708
SAP30	ENSG00000164105.4	1097
SAP30BP	ENSG00000161526.15	2500
SAP30L	ENSG00000164576.12	6185
SAPCD1	ENSG00000228727.10	1255
SAPCD2	ENSG00000186193.9	3814
SAR1A	ENSG00000079332.15	5902
SAR1B	ENSG00000152700.14	6517
SARAF	ENSG00000133872.14	2020
SARM1	ENSG00000004139.14	10277
SARNP	ENSG00000205323.9	898
SARS1	ENSG00000031698.13	1914
SARS2	ENSG00000104835.15	1924
SART1	ENSG00000175467.15	3557
SASH1	ENSG00000111961.19	7460
SASH3	ENSG00000122122.10	2661
SASS6	ENSG00000156876.10	3848
SAT1	ENSG00000130066.17	1049
SAT2	ENSG00000141504.12	912
SATB1	ENSG00000182568.18	7822
SAV1	ENSG00000151748.15	3094
SAXO1	ENSG00000155875.15	2128
SAYSD1	ENSG00000112167.10	2018
SBDS	ENSG00000126524.12	1613
SBF1	ENSG00000100241.22	8019
SBF2	ENSG00000133812.18	7450
SBK1	ENSG00000188322.8	4986
SBNO2	ENSG00000064932.16	4906
SBSN	ENSG00000189001.11	1946
SBSPON	ENSG00000164764.11	3698
SC5D	ENSG00000109929.10	6854
SCAF11	ENSG00000139218.18	7552
SCAF4	ENSG00000156304.15	4269
SCAI	ENSG00000173611.18	12111
SCAMP1	ENSG00000085365.18	6143
SCAMP2	ENSG00000140497.16	2453
SCAMP3	ENSG00000116521.11	1545
SCAMP4	ENSG00000227500.10	2501
SCAMP5	ENSG00000198794.12	3379
SCAND1	ENSG00000171222.11	771
SCAP	ENSG00000114650.21	4254
SCARA3	ENSG00000168077.14	3787
SCARB1	ENSG00000073060.17	3405
SCARB2	ENSG00000138760.11	4694
SCARF1	ENSG00000074660.17	3428
SCARF2	ENSG00000244486.9	3463
SCCPDH	ENSG00000143653.10	2141
SCD	ENSG00000099194.6	5245
SCD5	ENSG00000145284.12	3040
SCEL	ENSG00000136155.17	3194
SCFD1	ENSG00000092108.22	2190
SCFD2	ENSG00000184178.17	3162
SCG2	ENSG00000171951.5	2434
SCG3	ENSG00000104112.9	3160
SCG5	ENSG00000166922.9	1198
SCGB1A1	ENSG00000149021.7	443
SCGB1C1	ENSG00000188076.3	435
SCGB1C2	ENSG00000268320.4	435
SCGB1D1	ENSG00000168515.3	453
SCGB1D2	ENSG00000124935.4	455
SCGB1D4	ENSG00000197745.3	446
SCGB2A1	ENSG00000124939.6	520
SCGB2A2	ENSG00000110484.7	506
SCGB3A1	ENSG00000161055.4	478
SCGB3A2	ENSG00000164265.9	516
SCGN	ENSG00000079689.14	1468
SCIMP	ENSG00000161929.15	2424
SCIN	ENSG00000006747.15	9682
SCLY	ENSG00000132330.18	2450
SCML2	ENSG00000102098.19	4162
SCN10A	ENSG00000185313.9	6626
SCN1B	ENSG00000105711.14	1666
SCN2B	ENSG00000149575.9	4937
SCN3A	ENSG00000153253.19	9102
SCN3B	ENSG00000166257.10	5683
SCN4A	ENSG00000007314.12	7805
SCN4B	ENSG00000177098.9	4487
SCN5A	ENSG00000183873.18	8516
SCNM1	ENSG00000163156.12	1913
SCNN1A	ENSG00000111319.13	3149
SCNN1B	ENSG00000168447.11	2560
SCNN1G	ENSG00000166828.3	3477
SCO1	ENSG00000133028.12	9577
SCO2	ENSG00000284194.3	984
SCOC	ENSG00000153130.18	4995
SCP2	ENSG00000116171.19	2759
SCPEP1	ENSG00000121064.13	1921
SCRG1	ENSG00000164106.8	4000
SCRN1	ENSG00000136193.17	5254
SCRN2	ENSG00000141295.14	1496
SCRN3	ENSG00000144306.15	3052
SCRT1	ENSG00000261678.3	3980
SCRT2	ENSG00000215397.4	3200
SCT	ENSG00000070031.4	526
SCTR	ENSG00000080293.10	1854
SCUBE1	ENSG00000159307.20	9795
SCUBE3	ENSG00000146197.9	7819
SCX	ENSG00000260428.3	1106
SCYL1	ENSG00000142186.18	2636
SCYL2	ENSG00000136021.19	5977
SCYL3	ENSG00000000457.14	6308
SDAD1	ENSG00000198301.12	3003
SDC1	ENSG00000115884.11	3165
SDC2	ENSG00000169439.12	3307
SDC3	ENSG00000162512.16	5246
SDC4	ENSG00000124145.6	2613
SDCBP	ENSG00000137575.12	2073
SDCBP2	ENSG00000125775.15	1485
SDCCAG8	ENSG00000054282.16	2581
SDE2	ENSG00000143751.10	3987
SDF2	ENSG00000132581.10	1309
SDF2L1	ENSG00000128228.5	825
SDF4	ENSG00000078808.20	1933
SDHA	ENSG00000073578.18	2693
SDHAF2	ENSG00000167985.7	1186
SDHAF3	ENSG00000196636.8	952
SDHAF4	ENSG00000154079.6	1183
SDHB	ENSG00000117118.10	1015
SDHC	ENSG00000143252.16	1308
SDHD	ENSG00000204370.13	1339
SDK1	ENSG00000146555.20	10593
SDR16C5	ENSG00000170786.13	2536
SDR39U1	ENSG00000100445.18	1206
SDR42E1	ENSG00000184860.10	11548
SDR9C7	ENSG00000170426.2	1789
SDSL	ENSG00000139410.15	1306
SEC11A	ENSG00000140612.14	1079
SEC11C	ENSG00000166562.9	791
SEC13	ENSG00000157020.18	1359
SEC14L1	ENSG00000129657.16	5500
SEC14L2	ENSG00000100003.18	4207
SEC14L3	ENSG00000100012.12	2054
SEC14L4	ENSG00000133488.15	2510
SEC14L5	ENSG00000103184.12	6445
SEC16B	ENSG00000120341.19	4486
SEC22A	ENSG00000121542.12	3401
SEC22B	ENSG00000265808.4	6927
SEC22C	ENSG00000093183.14	6340
SEC23A	ENSG00000100934.15	3843
SEC23IP	ENSG00000107651.14	7148
SEC24B	ENSG00000138802.11	5083
SEC24C	ENSG00000176986.16	4445
SEC24D	ENSG00000150961.15	4018
SEC31A	ENSG00000138674.17	4298
SEC31B	ENSG00000075826.17	4634
SEC61A1	ENSG00000058262.11	3568
SEC61A2	ENSG00000065665.21	2495
SEC61B	ENSG00000106803.10	564
SEC61G	ENSG00000132432.14	425
SEC62	ENSG00000008952.17	6526
SEC63	ENSG00000025796.14	6430
SECISBP2	ENSG00000187742.15	3481
SECISBP2L	ENSG00000138593.9	7059
SECTM1	ENSG00000141574.8	2003
SEH1L	ENSG00000085415.16	1851
SEL1L	ENSG00000071537.14	7919
SEL1L3	ENSG00000091490.11	4543
SELE	ENSG00000007908.16	3875
SELENBP1	ENSG00000143416.21	1722
SELENOF	ENSG00000183291.18	1542
SELENOH	ENSG00000211450.11	1192
SELENOI	ENSG00000138018.19	8066
SELENOK	ENSG00000113811.12	1497
SELENOM	ENSG00000198832.11	694
SELENON	ENSG00000162430.18	4314
SELENOO	ENSG00000073169.15	2283
SELENOP	ENSG00000250722.6	2056
SELENOS	ENSG00000131871.15	1218
SELENOT	ENSG00000198843.14	3437
SELENOV	ENSG00000186838.15	1667
SELENOW	ENSG00000178980.16	758
SELL	ENSG00000188404.10	2358
SELP	ENSG00000174175.17	3157
SELPLG	ENSG00000110876.10	2573
SEM1	ENSG00000127922.10	458
SEMA3A	ENSG00000075213.11	8113
SEMA3B	ENSG00000012171.20	3184
SEMA3C	ENSG00000075223.14	4874
SEMA3F	ENSG00000001617.12	3607
SEMA3G	ENSG00000010319.7	4993
SEMA4A	ENSG00000196189.14	3242
SEMA4B	ENSG00000185033.15	3780
SEMA4C	ENSG00000168758.11	3652
SEMA4D	ENSG00000187764.12	4562
SEMA4F	ENSG00000135622.13	6075
SEMA4G	ENSG00000095539.16	4489
SEMA5A	ENSG00000112902.12	11755
SEMA5B	ENSG00000082684.16	4855
SEMA6A	ENSG00000092421.17	6828
SEMA6B	ENSG00000167680.17	3862
SEMA6C	ENSG00000143434.17	3873
SEMA7A	ENSG00000138623.10	3376
SEMG1	ENSG00000124233.12	1622
SEMG2	ENSG00000124157.7	1978
SENP1	ENSG00000079387.14	4456
SENP2	ENSG00000163904.13	5596
SENP3	ENSG00000161956.13	2567
SENP5	ENSG00000119231.11	6244
SENP6	ENSG00000112701.18	6671
SENP7	ENSG00000138468.16	4973
SENP8	ENSG00000166192.15	4178
SEPHS1	ENSG00000086475.15	3265
SEPSECS	ENSG00000109618.13	5503
SEPTIN10	ENSG00000186522.15	3014
SEPTIN11	ENSG00000138758.12	5545
SEPTIN12	ENSG00000140623.14	1356
SEPTIN2	ENSG00000168385.18	3251
SEPTIN5	ENSG00000184702.20	2031
SEPTIN6	ENSG00000125354.24	4495
SEPTIN8	ENSG00000164402.14	2751
SEPTIN9	ENSG00000184640.20	3733
SERBP1	ENSG00000142864.15	6681
SERF1A	ENSG00000172058.16	699
SERF1B	ENSG00000205572.10	1907
SERF2	ENSG00000140264.21	2543
SERGEF	ENSG00000129158.11	1451
SERHL2	ENSG00000183569.18	1337
SERINC1	ENSG00000111897.7	3125
SERINC2	ENSG00000168528.12	1900
SERINC3	ENSG00000132824.14	4396
SERP1	ENSG00000120742.11	3022
SERP2	ENSG00000151778.11	802
SERPINA1	ENSG00000197249.14	3006
